CF
コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
3435,2021/03,924589000,-172280000,-644874000,-237202000,2355902000,5.15
3436,2020/12,84188000000,-55193000000,-16236000000,-,81864000000,28.9
3437,2021/03,641182000,-459315000,-64097000,-159739000,1864396000,7.71
3439,2021/06,1455546000,-991186000,-61349000,-414124000,4006996000,10.56
3440,2021/08,1481000000,-850000000,-405000000,-782548000,5695456000,19.66
3441,2021/07,573242000,144823000,-262393000,-579184000,2971362000,7.12
3442,2021/03,-331833000,-66118000,385546000,-61384000,465618000,-6.86
3443,2021/03,-2547000000,-4183000000,8220000000,-3512000000,10767000000,-2.2
3444,2021/04,5644000,-884621000,-9716000,-392551000,1360141000,0.13
3445,2020/12,6377261000,-9188082000,-776109000,-9250312000,17910394000,24.95
3446,2021/06,-144486000,-831516000,948231000,-33756000,550701000,-17.61
3447,2021/03,2892402000,-181331000,-1104583000,-221376000,4738197000,20.83
3449,2020/12,2587182000,-410626000,-1493401000,-1247784000,4918100000,13.81
3452,2020/12,-7122000000,432000000,11847000000,-99000000,11555000000,-26.89
3454,2020/11,-4883386000,-1988565000,5417204000,-4675000,6202070000,-31.22
3457,2021/06,12696581000,-15289072000,135717000,-14725338000,16313713000,32.52
3458,2021/07,-22754267000,-285910000,28040972000,-371179000,19457527000,-47.85
3461,2021/09,246000000,-27000000,-808000000,-14019000,2678132000,6.76
3464,2021/03,236662000,-578202000,823213000,-415218000,5181973000,0.86
3465,2021/03,12008718000,-348916000,4480879000,-488973000,29999578000,7.71
3467,2021/03,2013304000,9064000,140762000,-2490000,4564651000,9.83
3469,2021/06,-4249192000,-42140000,3272989000,-8183000,523740000,-69.12
3474,2020/12,224219000,-33055000,563493000,-38579000,1807037000,5.66
3475,2020/10,-6112104000,-582067000,8312870000,-34100000,6578325000,-23.22
3477,2021/03,-34284000,-16310000,871877000,-11675000,2061923000,-0.32
3479,2021/02,7022000000,1140000000,-2191000000,-4922000000,15195000000,16.28
3480,2020/10,5003753000,-5542422000,1232835000,-4810205000,9298405000,10.41
3482,2020/12,-4118000000,0,3688000000,0,7331000000,-24.25
3484,2021/03,666067000,-139900000,-160414000,-130070000,2908850000,6.44
3486,2020/12,-394651000,-586440000,1196467000,-213853000,2035020000,-1.47
3489,2021/03,3441621000,-614741000,-1213940000,-77017000,3992550000,18.33
3490,2021/02,1584002000,-155929000,-1328980000,-6644000,2078166000,20.99
3491,2020/10,2312000000,-3766000000,3545000000,-1312000000,6318000000,3.67
3494,2021/09,146000000,-859000000,37000000,-857122000,689186000,7.93
3495,2021/09,606000000,-182000000,-81000000,-194486000,1222438000,7.77
3496,2021/09,518000000,-114000000,-2000000,-88482000,1481246000,10.41
3497,2021/07,7505403000,516052000,-8463234000,-209881000,1197935000,39.38
3498,2021/08,972000000,-1641000000,2195000000,-1672500000,3603584000,6.8
3501,2021/05,4167000000,-754000000,-3174000000,-2271000000,10756000000,5.23
3504,2021/03,3273262000,-1866005000,534813000,-254407000,24939291000,25.54
3512,2021/03,1054478000,-690904000,411604000,-423707000,4119497000,10.54
3513,2021/03,1716376000,-1023000000,-395857000,-1368043000,3614894000,14.8
3515,2021/03,1180219000,-189759000,-466878000,-164790000,1811478000,16.58
3521,2021/03,-52340000,-81863000,416600000,-81853000,1206639000,-8.74
3524,2021/04,1195848000,-2961225000,1796441000,-2944209000,635633000,6.76
3526,2021/03,3487000000,-1019000000,-221000000,-1594000000,5574000000,6.8
3528,2021/03,1871740000,6575712000,-4086764000,-129896000,9410718000,17.81
3529,2021/03,-2949000000,522000000,2069000000,-171000000,7403000000,-18.17
3536,2021/08,158000000,-438000000,1070000000,-802227000,4058171000,1.34
3537,2021/03,324817000,39014000,-77019000,-1877000,1010940000,1.91
3538,2021/06,2890547000,-676164000,-1359977000,-715036000,3376534000,7.09
3539,2021/07,7272000000,-5091000000,-1582000000,-3377000000,15227000000,5.6
3540,2020/12,4159000000,-764000000,-150000000,-,5680000000,11.12
3541,2021/08,-198000000,-308000000,979000000,-343162000,1086235000,-4.18
3542,2021/03,2369748000,-300893000,-269249000,-175675000,3121157000,12.27
3543,2021/02,10359000000,-11556000000,1889000000,-1382000000,7301000000,35.92
3544,2021/05,3372000000,1201000000,-3394000000,-2278000000,2659000000,4.05
3546,2021/02,13824000000,-4238000000,-5550000000,-4069986000,10080000000,8.78
3547,2020/11,177883000,-668928000,2928895000,-614380000,4083952000,2.04
3548,2021/02,142000000,-920000000,615000000,-959000000,15924000000,0.28
3549,2021/05,13850000000,-25528000000,8102000000,-22740000000,15734000000,4.53
3550,2021/02,-181872000,-50614000,667560000,-33004000,2348216000,-4.54
3551,2021/03,1822019000,-1295113000,-1166210000,-1394261000,2667672000,5.08
3553,2021/03,2753000000,-2367000000,-781000000,-1655000000,10063000000,6.68
3556,2021/09,554000000,-231000000,-1480000000,-155359000,1766702000,7.15
3557,2021/02,-1200326000,-25850000,2023054000,-50512000,2270142000,-35.81
3558,2021/02,2081601000,-557333000,-482418000,-218584000,2776277000,20.26
3559,2021/03,137035000,-23041000,-94135000,-23041000,1007566000,6.89
3560,2021/08,466000000,-291000000,-106000000,-549370000,1773741000,8.26
3561,2021/03,-651757000,-1249441000,2047657000,-1057160000,4347101000,-3.94
3562,2021/02,796091000,-1797607000,1445098000,-172332000,1780838000,6.72
3563,2021/09,31679000000,-17286000000,2107000000,-13273000000,29367000000,13.16
3564,2020/03,12331000000,-8362000000,-1819000000,-10246000000,10019000000,6.54
3565,2021/01,606958000,-96812000,-46798000,-20457000,1712044000,10.15
3566,2020/12,276227000,33033000,-129836000,-41870000,1590592000,5.56
3569,2021/03,12958000000,-1889000000,12317000000,-3226000000,39498000000,13.13
3571,2021/03,1019443000,-413640000,-238261000,-1101728000,2571441000,13.51
3577,2021/03,319791000,-359958000,-114312000,-478216000,2134655000,3.01
3578,2021/03,-155591000,-207106000,168543000,-210227000,1208260000,-7.9
3580,2021/03,3069000000,-117000000,-1649000000,-,9954000000,10.22
3583,2021/03,631217000,-181988000,-12715000,-191975000,1867635000,13.28
3591,2021/03,4260000000,-2562000000,33605000000,-,63557000000,2.8
3593,2021/03,6854000000,-6950000000,-2500000000,-7540000000,19911000000,18.78
3597,2021/06,5906479000,-934005000,-2366731000,-801754000,6106306000,33.03
3598,2021/03,-253312000,-94813000,579615000,-42811000,1189237000,-2.45
3600,2021/03,569729000,-173128000,-113290000,-273009000,2069956000,9.77
3604,2021/03,977744000,-141751000,-680653000,-149879000,1359921000,3.17
3607,2021/08,515000000,381000000,-126000000,-128371000,4777910000,7.34
3608,2021/02,-5300000000,36010000000,-11170000000,-3637000000,49761000000,-3.95
3611,2021/03,6648000000,-341000000,-2347000000,-2345000000,12851000000,12.33
3612,2021/03,4155000000,-2679000000,-1144000000,-1166000000,20687000000,2.3
3622,2021/03,245531000,-18378000,222705000,-20908000,1442789000,4.38
3623,2020/12,1895039000,-25095000,-81249000,-25455000,8642791000,65.63
3624,2021/09,-13000000,89000000,812000000,-,1138600000,-0.49
3625,2021/06,-33221000,-19237000,-39351000,-37869000,1915570000,-0.55
3626,2021/03,33345000000,-17522000000,12484000000,-21523000000,82924000000,7.44
3627,2021/02,-386009000,-1811760000,-193184000,-396528000,2050141000,-4.54
3628,2021/06,395940000,-391510000,-56207000,-327778000,1064551000,11.89
3630,2020/12,2730104000,-1931151000,2735756000,-888693000,8344565000,5.97
3632,2021/06,1770000000,9293000000,-4013000000,-50000000,94824000000,2.8
3633,2020/12,1253362000,-5646000,-78821000,-360855000,3622457000,11.38
3634,2021/03,57283000,-21570000,-7359000,-21569000,793966000,5.76
3635,2021/03,29726000000,-12291000000,-19396000000,-1591000000,11439000000,49.24
3636,2021/09,3252000000,-1970000000,-4624000000,-2616000000,29097000000,3.16
3639,2021/06,232580000,-259289000,329685000,-74678000,1839144000,3.37
3640,2021/03,589221000,-642273000,-5021000,-606170000,390378000,3.66
3641,2021/03,2431000000,-55000000,-182000000,-1000000,11041000000,10.25
3645,2021/05,391866000,-87989000,-34032000,-13025000,868661000,13.49
3646,2021/03,226964000,-76575000,24917000,-83963000,2584503000,11.65
3647,2021/08,2584000000,-1101000000,-546000000,-641449000,1646094000,78.09
3648,2021/03,1747856000,-702379000,-699288000,-702538000,4290249000,8.34
3649,2020/12,542550000,-146266000,-201957000,-261387000,1972330000,13.55
3652,2021/03,36360000,68624000,-1508000,-30825000,2112353000,3.6
3653,2020/10,-62547000,-275111000,767000,-114322000,4437209000,-3.02
3655,2021/06,779789000,-378031000,44284000,-237918000,3430730000,10.98
3656,2020/12,3975072000,-2342203000,318341000,-944873000,8005782000,11.71
3657,2021/01,2040365000,-963219000,-468688000,-604773000,11158548000,7.63
3658,2021/03,919000000,-241000000,-53000000,-244000000,5031000000,3.07
3659,2020/12,137603000000,-140234000000,-2626000000,-2342000000,252570000000,46.96
3660,2021/06,1553000000,389000000,-1557000000,-1440000000,7094000000,5.02
3661,2021/03,1975087000,-1656494000,-403619000,-103360000,4820478000,16.02
3662,2021/07,451000000,440000000,-1343000000,-321000000,6035000000,1.44
3663,2020/12,1820864000,-778846000,-46282000,-777655000,2895350000,28.57
3664,2020/12,-928781000,223108000,204419000,-101127000,424923000,-13.95
3665,2021/01,4134350000,-222823000,-291160000,-27128000,11807725000,58.42
3666,2021/03,506731000,134517000,-287472000,-27774000,2412436000,6.18
3667,2020/12,-734751000,-58966000,1223307000,-1614000,1113823000,-18.04
3668,2021/09,-3104000000,-10588000000,-3200000000,-189000000,49052000000,-8.36
3670,2021/02,236040000,-84956000,-37295000,-82729000,893373000,5.23
3671,2020/12,429041000,-400127000,-100121000,-406994000,1942669000,10.66
3672,2021/09,-63000000,-317000000,126000000,-244000,1328197000,-0.86
3673,2020/12,5056393000,-2773681000,-2084336000,-24780000,3232409000,23.89
3674,2021/09,1175000000,-276000000,-506000000,-273479000,3096874000,14.08
3675,2021/06,1046147000,291722000,-1471251000,-120834000,5139697000,9.72
3676,2021/03,1416917000,-1813519000,1730291000,-320483000,5041396000,6.25
3677,2021/09,1163000000,-139000000,-176000000,-79091000,3671687000,8.94
3678,2021/02,2544000000,-1275000000,3349000000,-455000000,12703000000,3.05
3679,2021/03,2567000000,-1746000000,-29000000,-26000000,0,20.43
3680,2020/12,466430000,-342142000,255899000,-1135000,2067077000,10.64
3681,2020/12,1975280000,-935455000,950756000,-886794000,2772585000,23.85
3682,2021/03,436928000,59370000,-235517000,-88868000,2080647000,24.25
3683,2020/12,740026000,333817000,-595564000,-371078000,1863331000,5.79
3686,2021/03,-458531000,-736522000,-152257000,-71038000,2593580000,-41.04
3687,2021/09,864000000,-487000000,-1310000000,-433536000,4681200000,15.71
3688,2020/12,2013000000,66000000,-892000000,-316000000,15600000000,8.95
3689,2020/09,-326380000,-361692000,1668403000,-416209000,1189652000,-5.74
3690,2021/09,573000000,-347000000,-23000000,-113777000,1391750000,19.38
3691,2021/09,83000000,-482000000,-84000000,-20188000,401741000,27.39
3692,2021/03,120155000,-42824000,-,-45159000,2093587000,7.42
3694,2021/03,1323462000,-1151757000,620000,-822834000,1453676000,17.6
3695,2020/12,363002000,-95028000,-82557000,-94950000,913182000,10.69
3696,2020/12,2258195000,-482524000,363409000,-401515000,6097058000,11.17
3697,2021/08,4737000000,-5418000000,8292000000,-435703000,14147471000,10.3
3698,2021/09,546000000,-39000000,31000000,-190541000,3893554000,18.88
3708,2021/03,11638000000,893000000,-9242000000,-8000000000,13197000000,15.23
3710,2021/09,132000000,-250000000,70000000,-470036000,3606227000,4.53
3712,2021/09,806000000,-98000000,-267000000,-34525000,2459377000,25.61
3719,2020/12,-67194000,9691000,377341000,-33818000,747678000,-14.09
3723,2021/09,102000000,52000000,-122000000,-63840000,7174716000,4.12
3726,2021/09,-106000000,-8000000,-84000000,-35832000,770145000,-4.29
3727,2020/12,-285901000,-14004000,197769000,-2502000,1307194000,-8.45
3733,2020/10,2490311000,-111872000,-489482000,-1181787000,6371549000,12.15
3738,2021/03,19338000000,-32711000000,17849000000,-947000000,47601000000,4.57
3739,2021/03,-178858000,-164123000,465572000,-69698000,475536000,-12.5
3741,2021/03,-52127000,-40654000,-423191000,-24630000,2853976000,-0.8
3744,2020/12,649314000,151424000,-182990000,-56478000,2728289000,4.37
3747,2021/09,221000000,-28000000,-110000000,-31762000,608898000,10.25
3750,2021/03,-82897000,6702000,150647000,-15959000,1069738000,-5.97
3751,2021/03,11769000000,-10852000000,-878000000,-7482000000,18482000000,12.91
3753,2021/03,-1490676000,-35108000,326918000,-25005000,375721000,-43.78
3758,2020/12,-192000000,-71000000,-1601000000,-146000000,8062000000,-0.75
3760,2021/05,-299322000,-186160000,287315000,-186159000,904443000,-17.56
3762,2021/03,3516429000,-841309000,-1790491000,-503828000,14634332000,11.37
3763,2021/03,908617000,-150255000,-582193000,-138927000,5418766000,16.98
3765,2020/12,24214000000,-6472000000,-4710000000,-,95979000000,24.5
3766,2021/03,453519000,-9390000,-48389000,-4077000,2341434000,5.69
3768,2021/03,1053372000,-441790000,-136929000,-492612000,2443729000,29.66
3769,2021/09,-6343000000,2230000000,12781000000,-245055000,104523965000,-15.22
3770,2021/04,604145000,-355831000,4890000,-106145000,4919471000,12.61
3771,2021/03,1086577000,-144111000,-466149000,-144110000,5808602000,6.72
3772,2021/03,-3724424000,-315542000,1856782000,-32814000,2104891000,-70.14
3773,2021/03,1232821000,-402197000,-,-334881000,5855916000,27.82
3774,2021/03,40544167000,-13215842000,-23617730000,-6390700000,42466933000,19.03
3775,2020/12,216896000,-133411000,-92314000,-24067000,796114000,8.87
3776,2020/12,2284637000,-984977000,-1082148000,-515264000,6117520000,14.21
3777,2020/12,-144988000,600000,9633000,0,120809000,-40.92
3778,2021/03,4110636000,-1359506000,-3148706000,-1492298000,4174765000,18.54
3779,2021/03,30992000,-248000,-,-348000,414744000,2.94
3782,2020/12,-134817000,200610000,1504765000,-3479000,1794733000,-11.66
3784,2020/12,2491615000,-736272000,731500000,-517723000,6730448000,8.99
3787,2021/03,-143496000,1657000,-25000,-510000,1313695000,-34.47
3788,2020/12,1902717000,-1158500000,-64609000,-1287953000,5250417000,14.27
3791,2021/05,2145522000,-1369644000,95445000,-1371627000,4495744000,21.6
3793,2021/03,3196465000,-1140170000,968890000,-547996000,5283892000,27
3796,2021/03,458312000,-443428000,-80832000,-442445000,529739000,20.7
3798,2021/03,1063674000,942000,-321096000,-57538000,5160710000,14.79
3799,2021/03,-193901000,-82234000,153488000,-75204000,1095372000,-1.04
3800,2021/03,586565000,-95107000,-502182000,-457806000,7332893000,5.83
3802,2021/03,97203000,-198073000,176971000,-169242000,690230000,6.16
3803,2021/03,-219450000,137085000,120000000,-1080000,321458000,-32.04
3804,2020/10,1123807000,-551101000,-198402000,-14915000,1087285000,29.16
3807,2020/12,-41367000,172147000,-89516000,-132558000,151190000,-3.7
3808,2021/06,-414302000,9373795000,-709328000,-137842000,9153731000,-18.86
3810,2021/05,-115701000,-436942000,-85922000,-249799000,2315461000,-0.95
3814,2021/09,66000000,-193000000,-61000000,-208848000,98012000,4.2
3815,2021/08,148000000,-68000000,-172000000,-68660000,2408430000,7.67
3816,2021/07,383219000,-14451000,-64913000,-2849000,2777980000,14.68
3817,2021/03,4999000000,-135000000,-1372000000,-138000000,8854000000,12.69
3823,2021/08,-315000000,46000000,409000000,-21291000,736314000,-34.96
3824,2021/05,-98641000,-27978000,-50026000,-19453000,353523000,-6.42
3825,2021/03,-3075000000,-203000000,3397000000,-245000000,2889000000,-23.27
3826,2021/02,683559000,-363693000,-142788000,-317509000,1473588000,16.05
3830,2021/03,1857442000,-526347000,-407076000,-332558000,3488179000,11.7
3834,2021/03,1889000000,-2026000000,-529000000,-1363000000,4239000000,16.64
3835,2021/03,960626000,133094000,-262067000,-29158000,3605924000,22.32
3836,2021/06,2561689000,-789786000,-359514000,-543774000,7786223000,15.78
3837,2021/03,187392000,-6273000,-481832000,-23057000,1675955000,1.39
3839,2021/03,715174000,-621937000,234772000,-601066000,2414256000,13.21
3840,2021/03,-502380000,1930000,454177000,-37958000,205657000,-22.75
3841,2021/03,62727000,-33664000,-36771000,-25591000,1785860000,3.46
3842,2021/03,646256000,-167127000,-449038000,-171390000,1177248000,16.73
3843,2021/04,7122982000,-2655639000,-2571925000,-939944000,17619562000,13.7
3844,2021/03,1562000000,-1391000000,-813000000,-252905000,8251000000,7.49
3845,2021/03,1970000,-1382000,194539000,-4726000,475313000,0.06
3847,2021/03,419896000,-474122000,-358665000,-472409000,1488914000,3.97
3848,2021/03,621831000,23735000,-134034000,-14971000,3460713000,30.72
3849,2021/03,-1561000,13089000,-7745000,-33161000,820055000,-0.33
3850,2021/03,555913000,-822223000,-121439000,-822183000,2857012000,9.4
3851,2021/03,1553460000,552406000,-83004000,-134950000,3778367000,29.31
3852,2020/12,997415000,-770611000,-136703000,-71200000,919625000,7.3
3853,2021/03,775955000,-598745000,-357740000,-18204000,2451427000,28.86
3854,2021/07,2027276000,-216209000,-551787000,-366038000,3453946000,15.35
3856,2021/06,-608000000,-1391000000,5290000000,-2742000000,4191000000,-2.26
3857,2021/03,1969216000,-1358928000,1091024000,-453491000,6367346000,4.51
3858,2021/03,-24882000,-80635000,-68000,-50635000,1628769000,-1.31
3861,2021/03,127107000000,-91559000000,19932000000,-,135669000000,9.35
3863,2021/03,84197000000,-182945000000,113696000000,-,69698000000,8.36
3864,2021/03,13014000000,-2098000000,-4512000000,-,15701000000,8.02
3865,2021/03,23760000000,-19575000000,4358000000,-15526000000,29846000000,10.68
3877,2021/03,5965000000,-3898000000,6284000000,-4776000000,15575000000,7.28
3878,2021/03,4213000000,-1305000000,-2423000000,-1323000000,3988000000,13.69
3880,2021/03,64210000000,-103702000000,63589000000,-58030000000,130301000000,11.41
3891,2021/03,3219249000,-988771000,541319000,-898028000,4540565000,20.22
3892,2021/05,859216000,-752714000,-98455000,-791837000,4367399000,9.14
3895,2021/03,1270309000,-1284914000,-781086000,-497530000,1316636000,11.93
3896,2021/03,199172000,-472629000,220880000,-638924000,440998000,1.59
3900,2020/09,-989000,536584000,-383118000,-33204000,3418919000,-0.01
3901,2020/12,760568000,-61490000,-233732000,-40163000,3301979000,28.56
3902,2020/12,964366000,-142583000,-589644000,-27051000,3177088000,21.06
3903,2021/04,2805637000,-2155749000,1919130000,-2604619000,8492510000,15.06
3904,2020/12,1295450000,223831000,-263614000,-86895000,2513359000,14.81
3905,2021/03,169726000,-508841000,232928000,-173842000,1580633000,12.22
3906,2020/12,87474000,-6157000,-96528000,-39284000,2603793000,3.24
3907,2020/11,28000000,-122000000,122000000,-115000000,926000000,0.68
3908,2021/03,290458000,-116060000,-212707000,-113059000,1539510000,13.82
3909,2020/12,96389000,-61717000,735217000,-98566000,2198553000,6.3
3910,2021/03,340184000,-381116000,-64536000,-400654000,617349000,13.95
3911,2020/12,1787900000,38404000,1805809000,-6147000,4493675000,15.02
3912,2020/12,466912000,-150503000,-473829000,-86128000,2321248000,16.35
3913,2020/12,189656000,-12208000,1250000,-10988000,806624000,20.75
3914,2020/12,-18913000,-134441000,-68505000,-179033000,890290000,-0.86
3915,2021/02,234721000,2422927000,34318000,-423467000,6094887000,2.11
3916,2021/06,1260768000,5465000,-334995000,-6893000,3326700000,8.73
3917,2021/03,508867000,-498857000,323166000,-174662000,1440086000,11.66
3918,2021/09,948000000,-3364000000,848000000,-89376000,3298005000,4.46
3919,2021/02,891987000,950564000,-337942000,-133373000,5049032000,13.67
3920,2021/09,446000000,-319000000,-50000000,-25604000,1305110000,22.16
3921,2021/01,989864000,-227700000,-142615000,-191526000,3418613000,18.59
3922,2021/02,1408727000,-166466000,-48556000,-106165000,2531595000,37.41
3923,2021/03,4271973000,-432517000,-303851000,-327540000,6035274000,27.76
3924,2021/03,398710000,-25210000,-161698000,-,2405721000,4.49
3925,2021/03,850915000,-69605000,-271606000,-21905000,2629959000,19.29
3926,2021/03,-1154221000,-1578067000,-,-58096000,2918379000,-102.83
3927,2021/03,-79684000,-6844000,993108000,-3691000,1529598000,-7.36
3928,2020/12,1848474000,-178708000,-1107660000,-233000,2755830000,16.03
3929,2021/03,659130000,-817230000,164004000,-378487000,942914000,14.44
3930,2021/07,296437000,-105849000,6923000,-121611000,1402559000,11.31
3931,2021/01,365796000,-3739000,-50205000,-4959000,947784000,8.18
3932,2021/03,10013000000,-4772000000,-3533000000,-84000000,24880000000,32.2
3933,2021/03,2567530000,-352657000,-25800000,-185592000,3370140000,62.89
3934,2021/03,546910000,-88922000,-207576000,-58337000,1414539000,5.5
3935,2021/02,13178000,-49984000,-114677000,-46077000,896376000,0.53
3936,2021/03,-429188000,50517000,258728000,-5353000,207187000,-35.19
3937,2021/03,921738000,-60522000,-76063000,-33890000,2773335000,21.96
3939,2021/09,756000000,-216000000,1458000000,-222459000,3710780000,36.35
3940,2020/12,206819000,-549000,-118804000,-549000,1847362000,8.14
3941,2021/03,66000000000,-46007000000,-7293000000,-41008000000,50099000000,9.7
3943,2021/03,1680133000,-416219000,-336830000,-433389000,6831367000,9.04
3944,2020/12,582000000,-369000000,-143000000,-651311000,1177000000,3.46
3945,2021/03,-118000000,19000000,-147000000,-,1546000000,-0.45
3946,2021/03,11074000000,-13447000000,5831000000,-9771000000,13813000000,6.3
3947,2020/12,2764155000,-1588484000,-1019357000,-1286470000,2228264000,5.29
3948,2020/12,750439000,137405000,-352520000,-54340000,2176907000,10.34
3950,2020/12,3155000000,-5013000000,-1214000000,-2998000000,15224000000,4.02
3951,2021/03,4466967000,-4332451000,1142182000,-4358326000,7549410000,11.13
3952,2021/03,322650000,-210252000,-204093000,-186661000,8061740000,3.49
3953,2021/03,148479000,-344697000,-85236000,-345764000,3143566000,3.09
3954,2021/03,1509618000,-868349000,-218836000,-849314000,7123104000,7.57
3955,2021/01,1597000000,-877000000,-101000000,-741000000,2817000000,7.52
3956,2021/03,-580326000,-80888000,30400000,-28595000,425109000,-15.33
3960,2021/06,54783000,-59202000,651730000,-49842000,1332773000,2.46
3961,2020/12,202953000,-41239000,1312000,-41239000,886526000,16.47
3962,2020/09,4634000000,-269000000,-549000000,-26841000,54000,43.96
3963,2021/03,-405977000,-28039000,-51147000,-4400000,2173723000,-34.16
3964,2020/12,4119156000,549676000,-2873663000,-586664000,15766386000,17.11
3965,2021/09,996000000,-525000000,4000000,-510030000,1869704000,15.02
3966,2020/12,1026000000,-2028000000,613000000,-734000000,7513000000,7.43
3967,2021/02,-412443000,-457728000,568101000,-16823000,1021008000,-20.73
3968,2020/12,163618000,-401660000,-216029000,-97690000,1726388000,1.49
3969,2021/03,675571000,-188344000,-134591000,-188643000,3156468000,35.1
3970,2021/03,422789000,-349173000,1246984000,-69172000,1997781000,13.71
3974,2020/10,70005000,-134279000,146211000,-135918000,1574769000,2.84
3975,2020/12,2892857000,-843190000,-397366000,-524797000,10703205000,5.66
3976,2020/10,235083000,-151242000,177029000,-130841000,438715000,13.16
3977,2021/02,-108583000,27098000,67670000,-29948000,211376000,-8.74
3978,2021/06,6023000000,-1133000000,631000000,-303000000,19079000000,13.95
3979,2021/03,701834000,-196432000,-78593000,-57842000,3291810000,21.8
3981,2020/12,901524000,-3938102000,4302386000,-417524000,3230336000,7.28
3983,2020/12,1170252000,-232336000,-169715000,-224847000,5904772000,22.33
3984,2021/06,696732000,-100094000,64990000,-19992000,4695872000,33.37
3985,2021/09,471000000,-135000000,-129000000,-133717000,1447418000,19.58
3986,2021/06,112769000,-5000,-18526000,-,1419408000,9.67
3987,2021/08,303000000,-12000000,-161000000,-34976000,740411000,14.01
3988,2021/07,366016000,-114329000,-136258000,-40683000,2445557000,5.81
3989,2021/09,449000000,427000000,-1324000000,-2359000,1742387000,12.71
3990,2021/05,228580000,-775443000,-761703000,-988268000,3021836000,0.93
3991,2021/08,195000000,-19000000,11000000,-20755000,1530770000,5.46
3992,2021/09,331000000,-81000000,838000000,-46031000,2748473000,5.75
3993,2021/09,168000000,-13476000000,1975000000,-478189000,12804730000,1.93
3994,2020/11,-1119657000,-2606378000,5256681000,-1166282000,8719850000,-9.89
3995,2021/01,306228000,-66962000,585261000,-44623000,2425222000,6.22
3996,2021/02,-601238000,-360737000,1043453000,-46233000,1099571000,-29.51
3997,2020/12,477776000,-54838000,-9208000,-54669000,835997000,22.64
3998,2020/12,600354000,-187296000,7243000,-187237000,953129000,36.4
3999,2021/09,29000000,-904000000,804000000,-33214000,678449000,1.15
4004,2020/12,109286000000,-930047000000,896521000000,-64500000000,197928000000,11.22
4005,2021/03,374464000000,-177389000000,-39974000000,-,360918000000,16.37
4006,2021/03,13491000000,-8928000000,-3486000000,-10785000000,28855000000,10.22
4008,2021/03,16251000000,-2229000000,-3264000000,-,25266000000,15.74
4011,2020/12,179362000,-8984000,180466000,-7152000,753495000,15.55
4012,2020/12,446520000,-6105000,56187000,-5791000,1707609000,11.99
4013,2020/12,686666000,-96056000,7935310000,-229513000,9153419000,20
4014,2021/07,185225000,-32336000,497064000,-21437000,964940000,18.48
4015,2021/08,46000000,-2510000000,2324000000,-179229000,560693000,3.15
4016,2020/11,-40330000,-82354000,228544000,-70501000,346452000,-1.05
4017,2021/02,689240000,-5926000,796390000,-560000,2885204000,33.42
4018,2021/06,88497000,-5291000,-7008000,-5962000,272306000,15.16
4019,2020/12,67300000,-41039000,972366000,-3115000,1291490000,10.84
4020,2020/12,169771000,-61260000,185089000,-60322000,440777000,19.81
4021,2021/03,39939000000,-12854000000,-25629000000,-8942000000,32380000000,19.1
4022,2021/03,2367000000,-1860000000,-1825000000,-1742000000,3407000000,8.17
4023,2021/03,26704000000,-3876000000,-12516000000,-,17834000000,18.47
4025,2020/12,3024000000,-1009000000,-561000000,-,6426000000,10.02
4026,2021/04,3013000000,-1139000000,-2346000000,-1182000000,967000000,15.23
4027,2021/03,4953000000,-4905000000,2519000000,-4857000000,13250000000,12.9
4028,2021/03,4749000000,-6162000000,6358000000,-,25941000000,4.67
4031,2021/03,2648000000,-1939000000,-1290000000,-1717000000,2754000000,7.47
4041,2021/03,13821000000,-13770000000,1722000000,-12713000000,19253000000,9.92
4042,2021/03,95106000000,-46352000000,1585000000,-,148397000000,12.98
4043,2021/03,43314000000,-19276000000,-22530000000,-23800000000,83050000000,14.32
4044,2021/03,17918000000,-3737000000,-13121000000,-7479000000,26081000000,9.4
4045,2020/12,20671000000,-11362000000,-8491000000,-14478000000,43800000000,15.5
4046,2021/03,9347000000,-1850000000,-4464000000,-1830000000,31936000000,9.61
4047,2021/03,11984000000,-9872000000,4350000000,-9604000000,23339000000,23.08
4051,2021/09,957000000,-465000000,-3000000,-468631000,3433620000,13.5
4052,2021/06,-6238000,-5830000,43120000,-5830000,451874000,-2.4
4053,2020/12,862839000,-981599000,1981844000,-33471000,4070862000,16.07
4054,2021/06,555558000,-237581000,1264797000,-244445000,2817383000,21.22
4055,2020/11,185756000,-9754000,517749000,-6713000,1016928000,8.19
4056,2020/12,138418000,-142441000,603056000,-141523000,1424812000,18.15
4057,2021/05,179170000,-127137000,360892000,-120531000,686552000,8.26
4058,2020/12,378225000,-2772000,633087000,-2772000,1619978000,34.52
4059,2021/09,102000000,-47000000,13000000,-46583000,1330485000,15.32
4060,2020/12,258897000,-52496000,501121000,-52495000,987414000,31.48
4061,2021/03,40610000000,-36976000000,-6706000000,-37494000000,25909000000,11.46
4062,2021/03,38954000000,-82345000000,-6236000000,-76523000000,126884000000,12.04
4063,2021/03,401176000000,-250719000000,-91123000000,-237372000000,801596000000,26.8
4064,2021/03,3790000000,-1047000000,1034000000,-2654000000,12402000000,8.97
4068,2021/06,-100286000,-35689000,307144000,-24397000,935195000,-2.05
4069,2021/03,182585000,-21115000,-100101000,-20805000,645489000,8.69
