財務
コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
5982,2021/02,55295922000,39070993000,42473427000,40102717000,-,-,2414.32,70.7
5983,2021/03,19990433000,16426704000,15823901000,13245974000,149070000,249804000,15210.7,81.7
5984,2021/03,27518042000,23667751000,23553639000,19451992000,-,-,1702.68,86
5985,2021/03,53375000000,36320000000,33613000000,26989000000,1869000000,1059000000,1144.43,67.9
5986,2021/03,22590986000,12895407000,12236910000,8952626000,461403000,797192000,572.64,56.8
5987,2021/06,10183050000,5337009000,5288751000,3703029000,860436000,1995365000,3222.85,52.4
5988,2021/03,106051000000,93746000000,92894000000,92031000000,1500000000,-,2646.79,87.1
5989,2021/03,163975000000,72325000000,67285000000,49700000000,17465000000,27850000000,2397.45,41
5990,2021/03,14852144000,9238570000,6780574000,4154993000,1520000000,537580000,4542.84,62.2
5991,2021/03,560769000000,299975000000,256407000000,234113000000,43053000000,26211000000,1245.48,50.6
5992,2021/03,94045362000,64514460000,47614109000,26391630000,1152195000,4622242000,2429.71,64.4
5993,2021/02,22217612000,17428026000,16982017000,15224582000,152800000,809420000,1779.35,76.7
5994,2021/03,49752587000,19597532000,15595614000,11701854000,9337468000,4718298000,3895.1,34.5
5997,2020/12,12189728000,6884595000,6890013000,4113521000,1700000000,-,1438.99,56.5
5998,2021/03,23730818000,6323366000,6355060000,5201273000,1868510000,4963115000,1537.15,26.5
5999,2021/03,24092000000,19310000000,18934000000,19473000000,637000000,340000000,1817.85,79.7
6005,2021/03,196342000000,145498000000,145447000000,129168000000,-,-,1290.14,74.1
6013,2021/03,177741000000,90555000000,85970000000,70850000000,5602000000,80000000,1109.86,50.7
6016,2021/03,16876389000,6209923000,6144321000,2227534000,-,3035092000,2221.71,36.8
6018,2021/03,19197000000,13139858000,9545155000,8690604000,-,-,4073.75,68.3
6022,2021/03,11768000000,7682732000,7412508000,5412909000,345044000,444743000,5800.69,65.3
6023,2021/03,80381640000,41214484000,41465282000,36901921000,6545576000,6711418000,1296.22,51.2
6025,2021/08,2222000000,528000000,493650000,-148988000,100000000,627888000,300.04,23.5
6026,2020/12,1230772000,771791000,764638000,319800000,-,-,727.42,62.7
6027,2021/03,3102313000,2196505000,2195035000,1350496000,-,-,98.6,70.8
6028,2021/06,117989000000,58733000000,57226000000,43557000000,1990000000,6467000000,531.22,48.5
6029,2020/12,4342404000,1369911000,1359814000,203371000,800000000,776376000,154,31.5
6030,2021/06,12199337000,2311253000,2311253000,1524270000,2227085000,3971785000,342.29,18.9
6031,2021/06,515438000,280189000,267891000,-1331031000,-,22450000,127.01,51.9
6032,2021/03,2099869000,1922490000,1922490000,1132128000,-,-,196.2,91.6
6033,2021/03,4747856000,3416116000,3142557000,2317638000,200000000,95280000,576.03,66.2
6034,2020/12,3306983000,1556708000,1515290000,979744000,281748000,447031000,272.86,45.8
6035,2021/03,8410136000,6647012000,6645828000,5656377000,200000000,-,374.22,79
6036,2021/06,9186958000,5566627000,5564207000,5397712000,-,331936000,204.05,60.6
6037,2021/07,4279858000,3910162000,3910162000,3439843000,-,-,353.03,91.4
6038,2021/06,4724056000,3448522000,3385719000,1639205000,-,300000000,680.28,71.7
6039,2021/03,5844116000,2336188000,2336188000,1707852000,-,2525529000,981.33,40
6040,2021/07,6912603000,5108954000,4850879000,3053969000,-,1230000000,319.89,70.2
6042,2021/03,13347813000,8215253000,7251319000,6936372000,2300000000,150000000,4306.15,61.4
6044,2021/05,5093592000,2964105000,2967327000,1848796000,-,295847000,498.87,58.2
6045,2021/03,5092252000,2252177000,2256792000,1525350000,1150640000,70012000,285.71,44.2
6046,2021/09,1942000000,1692000000,1692601000,1529517000,-,119169000,90.77,87.1
6047,2021/05,13275000000,11404000000,11245000000,3659000000,-,-,479.31,85
6048,2021/08,3607000000,3144000000,3141000000,1954258000,-,156860000,213.82,87.1
6049,2020/10,8901181000,8340059000,8328089000,5696659000,-,-,397.67,93.6
6050,2021/09,6832000000,4910000000,4906982000,4801826000,-,-,489.38,71.9
6054,2020/12,4216671000,3640563000,3639235000,3384490000,-,24500000,132.62,86.2
6055,2021/03,38957221000,31760158000,31847110000,29997485000,55409000,-,309.49,81.5
6058,2021/02,30057000000,14854000000,8016000000,2590000000,974000000,4051000000,248.35,39.4
6059,2021/03,29750166000,13674467000,13707171000,9983960000,2032800000,7279808000,707.38,46
6060,2021/03,18705073000,8075193000,7997199000,5464348000,-,210790000,2106.43,43.3
6061,2021/06,9840440000,8060326000,8152587000,8011554000,-,-,1677.69,81.9
6062,2021/06,28597605000,11125878000,11122519000,5697974000,2543000000,4651806000,339.66,38.7
6063,2020/12,2643761000,866530000,831853000,318702000,996726000,39787000,334.16,31.8
6064,2020/09,9533185000,4895180000,4830107000,1130427000,500000000,373208000,433.06,51.1
6065,2020/04,24603492000,8156208000,8169930000,7373935000,3400000000,5318537000,778.14,33.2
6067,2020/12,8595489000,2681714000,2781667000,-796383000,637001000,2698924000,410.62,31.1
6069,2021/03,3776311000,2487647000,2485155000,1688153000,700000000,-,349.51,65.8
6070,2021/02,11523851000,5483082000,5406846000,5261044000,74000000,419987000,458.36,46.9
6071,2020/12,13887756000,5664651000,5129575000,4660725000,3810000000,742250000,131.43,37.9
6072,2021/03,1717289000,1278091000,1283160000,832879000,-,160000000,55.97,74.4
6073,2021/03,14429419000,11666454000,11675522000,11707545000,70000000,351814000,1064.09,80.9
6074,2021/03,7031326000,2379432000,2379432000,2023192000,350000000,2245665000,615.21,33.8
6076,2020/11,26338000000,11604000000,11603000000,9803000000,800000000,3187000000,763.24,44.1
6077,2020/12,4084540000,2513922000,2513658000,1364527000,-,-,195.08,61.5
6078,2020/12,13815656000,2976892000,2804142000,1992620000,456737000,6661468000,249.67,21.5
6080,2021/09,30796000000,25841000000,25530109000,19771460000,-,-,804.92,82.9
6081,2020/12,3199344000,1775973000,1639890000,-340659000,100000000,342938000,123.31,54.2
6082,2021/03,12314216000,7380093000,7301223000,5509018000,-,392219000,688.73,59.9
6083,2021/05,6477818000,3024370000,2989110000,1954162000,-,788325000,381.58,46.1
6085,2021/03,584382000,186517000,186517000,-793516000,-,200000000,107.24,31.9
6086,2021/02,5886291000,2862491000,2872211000,2076454000,-,207000000,270.06,48.6
6087,2021/09,8410000000,6141000000,6184387000,4142169000,50000000,-,1543.27,73
6088,2021/03,10283891000,5462704000,5462704000,3938630000,1600000000,300000000,287.61,53.1
6089,2021/03,46760000000,10027000000,8240000000,8559000000,4865000000,3923000000,370.1,17.6
6090,2021/06,1623170000,1260129000,1161051000,-1790722000,100000000,-,198.88,72.3
6091,2021/07,19650002000,14488885000,14360369000,4993421000,-,-,984.55,73.7
6092,2021/03,15698580000,5317179000,5411081000,1743576000,955300000,6959732000,795.22,33.7
6093,2021/02,3820638000,3155011000,3128436000,2267736000,-,-,72.8,82.6
6094,2021/09,20534000000,7856000000,6771522000,-210845000,2128153000,2927267000,380.4,33.1
6095,2021/09,8538000000,6980000000,6704955000,2431410000,-,80184000,310.47,78.5
6096,2021/03,4468579000,2116882000,1826490000,916302000,-,960000000,202.55,41.2
6098,2021/03,2196613000000,1101289000000,1091571000000,1201573000000,54673000000,58106000000,667.96,49.7
6099,2020/12,11689074000,6184203000,6209500000,5092828000,-,-,102.05,52.9
6101,2021/03,79278000000,46836000000,38229000000,24362000000,9579000000,-,751.14,48.2
6103,2021/03,223244000000,179258000000,163872000000,114022000000,-,-,5439.29,76.9
6104,2021/03,134296000000,82152000000,77198000000,69522000000,10590000000,3800000000,3402.3,61.2
6111,2021/03,20599360000,12899018000,11913517000,5702358000,2930000000,-,5353.44,62.6
6113,2021/03,557298000000,450813000000,447077000000,252315000000,11220000000,3690000000,1285.95,80.2
6118,2021/03,107787000000,77505000000,71379000000,55963000000,1297000000,1500000000,1285.36,71.2
6121,2021/03,34639578000,20277597000,16344317000,12501409000,4459156000,3051948000,2526.48,47.8
6125,2021/03,35050000000,15080000000,15102000000,13304000000,6118000000,1177000000,3768.75,43
6131,2021/03,7121125000,1765032000,1497661000,499132000,1120546000,1535211000,512.84,24.8
6134,2021/03,224671000000,194556000000,181624000000,170381000000,-,-,2014.4,86.5
6135,2021/03,280015000000,161992000000,145436000000,90231000000,1410000000,28347000000,6663.21,57.6
6136,2020/11,200112000000,140179000000,135309000000,111594000000,4473000000,22103000000,1327.23,64.6
6137,2021/03,56215000000,31909000000,25667000000,20173000000,4550000000,2117000000,7091.63,52.4
6138,2021/03,16148199000,6951325000,6447132000,1690912000,2705068000,2643962000,2338.91,43.1
6140,2021/03,68144000000,57297000000,53571000000,42490000000,540000000,-,1008.32,82.1
6141,2020/12,526526000000,189895000000,185420000000,40452000000,36993000000,65413000000,1495.2,35.2
6142,2021/02,25665363000,20741390000,19461267000,13334986000,826202000,82849000,5069.79,72.4
6143,2020/12,116117000000,57976000000,55884000000,33787000000,2719000000,23081000000,1230.5,49.9
6144,2021/03,39889277000,25519613000,19009140000,13798774000,416250000,-,1690.5,64
6145,2021/03,42260000000,31726000000,29286000000,19892000000,-,-,1742.77,74.5
6146,2021/03,329026000000,252352000000,248482000000,203677000000,-,-,6967.26,76.3
6147,2021/03,4093135000,1774750000,1737964000,31047000,1463708000,263419000,399.96,43.4
6149,2020/12,23488069000,13233304000,13331660000,10610365000,3045747000,-,2248.37,56.3
6150,2021/05,6352227000,4071187000,4087278000,2337962000,800000000,360023000,4426.76,64.1
6151,2021/03,61721000000,54502000000,53935000000,53054000000,-,-,2685.9,88.3
6155,2021/03,21563000000,15503000000,15172000000,11654000000,690000000,336000000,1419.41,71.8
6156,2021/06,9096477000,8412131000,8381912000,8593408000,-,-,1753.09,92.5
6157,2021/03,16936283000,15326320000,15162998000,14312278000,-,-,605.44,89.4
6158,2021/03,10634419000,8239890000,8109097000,6778940000,44704000,947456000,1268.48,76.8
6159,2021/08,13245000000,11927000000,11442766000,11578237000,-,-,1971.91,89.8
6161,2021/03,7491451000,6526737000,6450676000,6715646000,-,-,2609.75,86.4
6164,2020/12,7337895000,6420755000,6420755000,5188968000,-,-,1078.36,87.5
6165,2021/03,24702531000,12436237000,12355340000,7016866000,2007163000,1251698000,568.26,50.2
6166,2021/03,6021471000,515312000,502782000,452782000,196731000,1778606000,50.01,8.3
6167,2021/03,23733000000,18840000000,18644000000,18609000000,28000000,-,951.42,79.4
6171,2020/12,6088331000,4400208000,4421899000,2085806000,-,157828000,301.68,72.3
6172,2020/12,21921000000,5977000000,5662000000,-5072000000,889000000,1469000000,417.34,25.8
6173,2021/02,2687706000,1009689000,490079000,32854000,86600000,456594000,264.81,19.7
6175,2021/06,5321891000,3012986000,3012986000,2194043000,-,-,201.75,56.6
6176,2021/09,3850000000,2586000000,2583792000,1434803000,386666000,366111000,185.74,67.1
6177,2020/12,604291000,519521000,511671000,-291273000,-,19590000,65.2,84.7
6178,2021/03,297738131000000,16071067000000,11127759000000,4374229000000,-,-,3411.6,4.6
6180,2020/12,3615856000,1881606000,1881606000,371498000,-,-,1099.43,52
6181,2021/03,5067761000,-399514000,-400660000,-1646970000,700000000,2739734000,-24.65,-7.9
6182,2021/02,6166837000,2790243000,2703337000,158988000,100000000,1038980000,253.66,43.8
6183,2021/02,172888000000,53510000000,53113000000,23148000000,20235000000,42907000000,722.7,30.7
6184,2021/01,4009174000,3699157000,3685100000,1648205000,-,37676000,95.02,91.9
6185,2021/03,8237148000,4564785000,4550163000,1638725000,1600000000,117352000,350.27,55.3
6186,2021/03,17849455000,3422608000,3455226000,1426693000,5200000000,1059585000,620.75,19.2
6187,2021/03,10454774000,4589804000,4541533000,3752007000,800000000,2026818000,255.97,43.4
6188,2020/12,4749059000,2760839000,2760839000,2092752000,-,275080000,204.52,58.1
6189,2021/09,18110000000,8658000000,8701000000,5442000000,-,3711000000,926.76,47.7
6190,2021/03,2516324000,1093990000,1139647000,-1796473000,-,-,332.47,43.4
6191,2021/09,21377000000,8211000000,7498000000,3887000000,-,-,339.16,35
6192,2021/09,5491000000,2227000000,2172577000,-305544000,336004000,350432000,58.71,39.6
6193,2021/03,2581538000,552945000,548219000,-302725000,200000000,683610000,192.07,21.4
6194,2021/09,6404000000,5111000000,5037345000,2804757000,-,-,188.23,78.6
6195,2021/06,10964536000,-2498387000,-2530939000,-6333191000,950000000,482658000,-326.5,-23.1
6196,2021/09,10958000000,9077000000,9072017000,7911295000,-,-,474.41,82.8
6197,2021/03,60103000000,18472000000,18454000000,12365000000,2000000000,12854000000,195.5,30.7
6198,2020/09,3503309000,1278176000,1235618000,1092744000,910296000,22131000,145.27,35.3
6199,2021/08,8730000000,4616000000,4611398000,3805677000,-,750000000,331.76,52.8
6200,2021/09,6766000000,4500000000,4496921000,3313927000,-,-,106.92,66.5
6201,2021/03,6503986000000,3322550000000,3236038000000,1369775000000,435238000000,910124000000,10422.63,49.8
6203,2021/03,26461000000,16114000000,15150000000,6271000000,1799000000,2354000000,1299.84,60.9
6205,2021/03,32387000000,8768000000,860000000,-6407000000,7749000000,4684000000,1105.87,27
6208,2021/03,14356000000,3853554000,3439784000,1411314000,5120000000,982500000,604.09,26.8
6210,2021/03,28573000000,18158000000,17782000000,12933000000,-,660000000,868.34,62.6
6217,2020/11,31473000000,9296000000,9158000000,-4349000000,10515000000,765000000,1437.81,29.2
6218,2021/03,32996000000,10007000000,7115000000,2545000000,5980000000,5700000000,1586.84,30.3
6222,2021/03,110140000000,90036000000,89996000000,55648000000,6235000000,-,2607.71,81.7
6227,2021/06,17206655000,7519886000,7454456000,2789218000,3400000000,-,1335.32,43.7
6229,2021/03,12006462000,7681484000,7757986000,5471641000,100000000,1540227000,1699.57,64
6230,2021/03,19459614000,10500422000,10384983000,9495948000,600000000,564390000,4587.34,54
6231,2021/03,12925817000,6385585000,6379133000,5031525000,755000000,1444048000,1684.51,49.4
6232,2021/03,4008930000,3572642000,3544826000,-2476509000,-,-,325.92,88.6
6233,2020/09,7591862000,2673643000,2668425000,1556250000,1638352000,521626000,495.95,35.2
6235,2020/12,54327299000,39515411000,40181389000,30053492000,401675000,54000000,918.96,72.7
6236,2021/03,15476382000,9223995000,8544039000,3554276000,400000000,522525000,1447.29,59.6
6237,2021/03,32211764000,22520477000,21936836000,20673009000,820592000,637500000,1018.96,69.7
6238,2021/03,24012831000,19764619000,19748896000,17470810000,-,-,722.38,82.3
6239,2021/06,6501110000,3968283000,3779164000,1760833000,514915000,207600000,562.94,61
6240,2021/03,28191493000,20682481000,20585930000,7948908000,600000000,1529673000,289.59,73.3
6245,2021/03,42699008000,31054087000,30231587000,27431870000,-,471460000,2062.35,72.7
6246,2021/03,22138352000,16747150000,15151045000,11516955000,-,-,1351.12,75.6
6247,2021/03,65200000000,53335000000,47210000000,38231000000,-,6000000,1893.07,81.6
6248,2021/03,2900439000,2365165000,2365165000,2112177000,-,-,1262.54,81.5
6249,2021/03,46736000000,40147000000,40149000000,30652000000,-,-,3009.64,85.9
6250,2020/12,107152000000,59814000000,59951000000,45133000000,2794000000,11374000000,1441.32,55.8
6254,2021/03,24758799000,13190468000,12331393000,8447950000,2604060000,-,1429.57,53.1
6255,2021/08,8846000000,7383000000,7352600000,1850776000,-,-,336.89,83.5
6257,2021/03,50795000000,40833000000,38496000000,34310000000,-,-,1823.23,80.4
6258,2021/03,92794895000,51999042000,45900112000,31422900000,3400000000,11616500000,4961.79,55.5
6262,2021/03,29846087000,22061942000,20937036000,15703763000,2103670000,1888745000,861.77,71.6
6264,2021/08,9742000000,6327000000,6327134000,3309607000,-,1923694000,494.2,64.9
6265,2020/12,5241407000,4772841000,4614073000,2972712000,-,-,3048.52,90.5
6266,2020/12,26771299000,11574457000,11485086000,6571001000,2048353000,2025373000,861.9,42.6
6267,2021/07,9806406000,5092204000,5078373000,4586316000,100000000,333380000,2882.25,51.9
6268,2020/12,351723000000,211641000000,198031000000,173988000000,37001000000,2865000000,1595.18,56.3
6269,2020/12,357532000000,95015000000,115519000000,56265000000,3001000000,4746000000,1622.29,25.6
6271,2021/03,44743000000,42020000000,41380000000,36618000000,-,-,1515.28,93.9
6272,2021/03,34124830000,26632592000,28238245000,14591084000,734006000,1406934000,991.12,77.8
6273,2021/03,1539871000000,1379987000000,1352399000000,1277198000000,1465000000,9323000000,20835.46,89.4
6276,2020/12,4002487000,2972919000,2911727000,1332672000,-,-,686.4,74.3
6277,2021/09,73119000000,45939000000,49796000000,32528000000,-,1310000000,2828.71,62.7
6278,2020/12,58032000000,53966000000,53425000000,54139000000,-,-,3123.74,93
6279,2021/02,42325864000,27480866000,27779721000,23737574000,-,-,1041.69,64.7
6281,2021/03,31151470000,13973701000,12508446000,9346616000,4121029000,1469314000,880.34,44.9
6282,2021/03,80615000000,62557000000,60006000000,46955000000,-,5297000000,1963.92,76.4
6284,2021/09,64276000000,37901000000,40223000000,33467000000,2125000000,10911000000,2526.29,58.9
6286,2021/03,24892252000,13532593000,12420917000,9198268000,2541004000,765005000,2104.33,54.4
6287,2021/03,109312000000,59462000000,62646000000,48974000000,3588000000,6515000000,1735.02,53.3
6289,2021/08,51667000000,39544000000,39253000000,20596000000,718000000,538000000,1426.1,75.7
6291,2020/12,18829558000,12164540000,12120026000,8014697000,300000000,163035000,1174.55,64.4
6292,2021/03,20911571000,10621249000,10297544000,8384664000,3093556000,2593098000,1494.79,49.9
6293,2021/03,64364000000,33851000000,33081000000,23863000000,3310000000,5931000000,1717.7,52
6294,2021/03,22272952000,11392412000,11369564000,7127841000,3318652000,2176488000,1419.8,51
6295,2020/12,11475043000,10059111000,10088301000,3881870000,-,-,594.68,87.7
6297,2021/03,9226219000,4680532000,4800733000,3636910000,690000000,529830000,519.05,50.4
6298,2021/03,37508000000,14125000000,14316000000,8452000000,9175000000,5588000000,1548.92,37.5
6299,2021/03,95993000000,33450000000,32427000000,23081000000,9767000000,2183000000,2061.59,34.6
6301,2021/03,3784841000000,2012025000000,1912297000000,-,-,-,2023.34,50.5
6302,2021/03,1030684000000,504928000000,446179000000,390336000000,31698000000,39471000000,4005.43,47.6
6303,2021/03,28634000000,21123000000,20993000000,17506000000,-,1433000000,6872.06,73.6
6305,2021/03,1220571000000,569245000000,514291000000,350918000000,150262000000,179226000000,2418.46,42.1
6306,2021/03,48697000000,31451000000,29685000000,13366000000,2188000000,304000000,823,64.5
6307,2021/03,6178318000,3884233000,3880916000,3305052000,30000000,245144000,499.78,62.9
6309,2020/10,38438331000,29668743000,29287895000,27107252000,-,-,2973.31,77.2
6310,2020/12,187428000000,62419000000,50346000000,14493000000,29781000000,24114000000,2683.08,32.4
6312,2021/02,20499588000,13884682000,14176972000,12625221000,55793000,-,829.21,67.7
6315,2021/03,51790516000,31503757000,28473594000,19090395000,1500000000,4610000000,1246.8,60.2
6316,2021/09,34154000000,16989000000,15417000000,7023000000,89000000,100000000,3732.65,49.7
6317,2021/03,72904000000,38351000000,35509000000,22393000000,4024000000,8163000000,3971.62,51
6319,2021/03,34968678000,23313711000,21790213000,15354262000,5117067000,-,631.44,66.2
6322,2021/03,11432670000,7509503000,7334647000,6011635000,38000000,350000000,1043.03,65.7
6323,2021/02,59531184000,34605743000,31600405000,29200857000,11467701000,5298067000,1785.01,51.8
6324,2021/03,140028170000,110059815000,91784007000,54642698000,226668000,5220859000,1068.83,73.5
6325,2021/03,8164574000,6631575000,6177291000,4609984000,70000000,-,570.33,80.7
6326,2020/12,3189317000000,1574185000000,1476039000000,1325764000000,366038000000,508398000000,1221.95,46.3
6327,2021/06,5853619000,2227818000,2167625000,1539368000,1000000000,541685000,315.79,38.1
6328,2020/12,32509000000,16703000000,13923000000,12952000000,1090000000,-,1328.91,51.4
6330,2021/03,218255000000,40077000000,36997000000,14677000000,10613000000,16419000000,1041.81,18.3
6331,2021/03,51837000000,25286000000,22618000000,15052000000,-,3100000000,3322.85,48.6
6332,2021/03,144116000000,71784000000,66867000000,56396000000,50000000,18234000000,1615.04,48.9
6333,2021/03,35631857000,28834917000,28008733000,22555470000,320000000,73990000,1459.79,80.5
6334,2021/03,9240771000,1218888000,1079096000,-502721000,2350000000,-,107.03,13.2
6335,2021/03,16527000000,8747924000,8332945000,2563960000,500000000,-,892.02,47.1
6336,2021/01,12388300000,3672922000,4063281000,2675602000,1680344000,2367000000,450.5,29.6
6337,2021/03,10339000000,9513000000,9202000000,3512000000,-,-,1683.87,92
6338,2021/09,10950000000,5507000000,5457182000,3159027000,1200000000,292508000,1008.67,50.3
6339,2021/03,164201000000,104124000000,88563000000,78018000000,2899000000,17380000000,1858.2,60.2
6340,2021/06,132448000000,76941000000,77248000000,55937000000,1107000000,2533000000,2779.98,58.1
6342,2021/03,8192167000,5063780000,5059499000,4368145000,800000000,340000000,3678.53,61.8
6343,2021/03,25174113000,12385921000,7042507000,4011141000,2098136000,6011701000,172.17,30.8
6345,2021/03,90869562000,73321669000,69587182000,50386498000,-,-,959.76,80.7
6346,2021/03,12510417000,10787074000,10462721000,9681618000,-,-,8742.33,86.2
6347,2021/03,2308987000,1282040000,1185643000,706438000,106006000,305540000,166.04,55.5
6349,2021/03,144443000000,97736000000,95618000000,22735000000,873000000,439000000,1746.53,67.6
6351,2021/03,81487000000,66874000000,63012000000,52133000000,-,1800000000,2635.18,81
6355,2021/03,82561000000,26718000000,25803000000,4244000000,18582000000,6033000000,4958.49,31.8
6356,2021/03,11340627000,8553111000,8323727000,6105851000,-,533937000,600.64,75.4
6357,2021/03,66438606000,31679235000,29562683000,24284998000,6257525000,13225232000,1703.95,47.5
6358,2021/03,35101001000,22038259000,20396733000,10769680000,5105785000,428001000,5100.49,62.7
6360,2021/03,11134559000,5519460000,4690826000,3369683000,-,775800000,3942.41,49.6
6361,2020/12,644771000000,296877000000,289564000000,136629000000,28056000000,26666000000,2882.35,44.9
6362,2021/03,22859533000,10687969000,10380499000,7244267000,400000000,587500000,2894.29,46.8
6363,2021/03,79185000000,37609000000,34297000000,27780000000,3495000000,13065000000,1422.11,47
6364,2021/03,43379486000,29962424000,28652758000,22316367000,375000000,100000000,1036.37,68.8
6365,2021/03,30645000000,20979000000,20397000000,20503000000,-,-,4958.81,68.5
6366,2021/03,329583000000,36747000000,29430000000,15708000000,-,45000000000,140.55,11
6367,2021/03,3239662000000,1698495000000,1530740000000,1363505000000,40754000000,418803000000,5691.85,51.4
6368,2021/03,115011000000,67357000000,67139000000,51902000000,14510000000,1495000000,5856.16,58.4
6369,2021/03,58764000000,36484000000,33068000000,16148000000,3620000000,4580000000,4460.94,62.1
6370,2021/03,424928000000,257837000000,253089000000,244138000000,445000000,31207000000,2252.86,59.6
6371,2021/03,307332000000,187494000000,181266000000,154856000000,11318000000,14214000000,5019.31,60.5
6373,2021/03,67905000000,29092000000,18730000000,12413000000,4600000000,13707000000,2107.16,33.9
6376,2020/12,272894000000,88179000000,86322000000,70501000000,20992000000,96588000000,1211.57,31.6
6378,2021/03,29726000000,13265000000,10697000000,9864000000,470000000,992000000,669.11,44.6
6379,2021/03,97121000000,73890000000,70890000000,56291000000,9000000,20000000,1344.94,75
6380,2021/03,3657604000,1396246000,1424039000,239172000,671038000,515939000,1007.08,38.2
6381,2021/03,49458678000,36133902000,32444383000,28758216000,1072130000,-,784.91,65.2
6382,2021/03,39108860000,26000822000,24432080000,23944310000,-,-,1550.9,65
6383,2021/03,445456000000,262012000000,255282000000,202377000000,15543000000,19600000000,2040.06,57.7
6384,2021/03,15312320000,10007662000,9876787000,5224439000,49908000,-,1625.06,65.4
6387,2021/07,12069869000,9410203000,9248037000,5517047000,700000000,-,1171.48,78
6390,2021/03,115822000000,51494000000,48194000000,38188000000,14193000000,21973000000,4310.39,43.6
6391,2021/03,8524373000,6330266000,6330266000,3797389000,10000000,-,3825.19,74.3
6392,2021/03,15130000000,11131904000,10735530000,10084509000,100000000,1582035000,4533.17,71.7
6393,2021/03,36065476000,18902233000,17127937000,10176741000,1989526000,2966740000,4225.13,48.1
6395,2021/03,323920000000,145404000000,144307000000,117030000000,31618000000,9581000000,1137,44.5
6396,2021/03,7113300000,2083500000,1918607000,859669000,-,1734270000,1886.35,29.3
6400,2020/12,7449210000,1679243000,1453924000,368448000,1684239000,1737148000,208.71,22.3
6402,2021/03,11081886000,6224488000,6225028000,5557186000,-,-,1119.76,56.2
6403,2021/03,22090000000,9876000000,9724000000,6248000000,494000000,-,2302.83,44.7
6405,2021/03,14694726000,12198060000,12246058000,10160882000,-,-,1890.64,82.9
6406,2021/03,205196000000,125264000000,124318000000,102516000000,2317000000,809000000,1385.45,54.8
6407,2021/03,152726000000,97617000000,92401000000,65921000000,9678000000,10244000000,1463.13,63.8
6408,2021/03,42020000000,15280000000,14579000000,11248000000,11240000000,3767000000,9945.29,35.4
6409,2021/03,65067000000,30567000000,29138000000,20561000000,7955000000,7894000000,1439.44,45.4
6411,2020/12,34103038000,26103460000,23711863000,22602791000,250000000,-,4915.9,72.6
6412,2021/03,430070000000,226242000000,225869000000,155594000000,-,84153000000,2293.77,52.6
6413,2021/03,81764000000,61069000000,60524000000,47900000000,317000000,11000000,1759.53,74.7
6414,2021/03,15975451000,6189257000,6145962000,3483480000,-,-,737.92,38.7
6416,2021/03,6482307000,4646470000,5537401000,700636000,57619000,81835000,3032.88,71.7
6417,2021/03,292104000000,268887000000,260961000000,254138000000,-,-,4365.8,91.4
6418,2021/03,31772986000,22113265000,23151572000,18174396000,4300000000,-,745.55,69.6
6419,2021/03,57961970000,52297036000,52638043000,48647496000,-,-,3131.56,90.2
6420,2021/03,96911000000,64700000000,60373000000,57659000000,-,-,3227.03,66.7
6424,2021/03,14915381000,3680914000,3480243000,2154041000,4550000000,285000000,836.84,24.7
6425,2020/12,568502000000,357577000000,358088000000,346478000000,10927000000,7141000000,4614.09,62.9
6428,2021/03,36150140000,16499087000,16471069000,14794781000,1130000000,10438332000,733.44,45.6
6430,2021/03,41084634000,30662219000,30532554000,29180239000,3000000000,-,2074.16,74.6
6432,2021/02,115525000000,89908000000,90906000000,85626000000,-,-,1885.43,77.8
6433,2021/03,4589475000,3005007000,2999562000,1631414000,120000000,299075000,487.61,65.5
6436,2021/03,150559000000,111585000000,114838000000,81749000000,520000000,-,1485.47,73.6
6439,2021/03,9071171000,3718561000,3491921000,904349000,100000000,2837919000,1624.96,41
6440,2020/12,110230000000,31368000000,34501000000,15073000000,34053000000,21989000000,1059.32,28.2
6444,2021/03,155081000000,-16956000000,-17204000000,-30944000000,56986000000,15719000000,-664.53,-11.9
6445,2021/03,53674000000,30316000000,22658000000,11611000000,7858000000,-,1518.67,54.7
6448,2021/03,743896000000,499707000000,483050000000,509662000000,19167000000,38290000000,1858.28,64.9
6454,2021/03,102538000000,78696000000,78384000000,55872000000,1850000000,150000000,1647.68,76.7
6455,2021/03,122515000000,79368000000,75517000000,67568000000,-,5366000000,1717.78,63.7
6457,2021/03,331214000000,197147000000,181171000000,165225000000,15656000000,3939000000,3192.48,58.6
6458,2021/03,69000000000,50981000000,46180000000,36108000000,1000000000,2711000000,1893.89,70.9
6459,2020/12,80376167000,67845073000,67797150000,48472813000,-,-,1326.42,84.4
6460,2021/03,421599000000,291256000000,294991000000,200551000000,-,42000000000,1236.82,69
6461,2021/03,61809000000,30267000000,28299000000,13279000000,4760000000,7765000000,3740.19,46.4
6462,2021/03,110544000000,80142000000,74030000000,61411000000,-,3000000000,7507.88,67.7
6463,2021/03,244059000000,143139000000,103322000000,97089000000,28938000000,13807000000,3370.93,47.6
6464,2020/12,130466000000,44712000000,44683000000,25947000000,14282000000,53160000000,1115.24,34.2
6465,2020/12,343393000000,239711000000,248803000000,226244000000,-,-,3288.35,69.3
6466,2021/09,12340000000,9366000000,9063825000,5948087000,-,90000000,4083.02,75.9
6467,2021/03,15656262000,12169274000,10684030000,8062488000,-,598668000,1217.26,70.4
