業績
コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
3560,2020/08,5309209000,83639000,99834000,151915000,65.5,4.08,2.92
3561,2021/03,16539319000,-980180000,-1010743000,-2392969000,-100.08,-,-
3562,2021/02,11838577000,615385000,697763000,403279000,64.24,16.36,5.69
3563,2020/09,204957000000,12061000000,-,6457000000,55.64,12.68,2.72
3564,2020/03,188506000000,10010000000,9389000000,6597000000,150.29,9.96,3.46
3565,2021/01,5982634000,607209000,631942000,422369000,31.21,20.17,12.03
3566,2020/12,4968447000,322008000,338998000,223832000,90.06,9.97,6.95
3569,2021/03,98688000000,8580000000,9451000000,6252000000,113.79,7.85,4.32
3571,2021/03,7545390000,-634897000,-467074000,-831869000,-65.36,-,-
3577,2021/03,10624564000,-148376000,-69608000,-174330000,-53.68,-,-
3578,2021/03,1968404000,-331292000,-193586000,-214398000,-134.12,-,-
3580,2021/03,30018000000,1416000000,1916000000,1810000000,42.37,5.02,3.97
3583,2021/03,4751464000,265496000,331726000,114965000,41.6,2.37,1.33
3591,2021/03,152204000000,-1115000000,-,7025000000,112.57,3.26,2.18
3593,2021/03,36504000000,5632000000,5988000000,4959000000,164.03,5.17,4.69
3597,2021/06,17882000000,2158000000,2245000000,1544000000,535.56,4.67,3.96
3598,2021/03,10333238000,-1293431000,-1206087000,-1491969000,-105.3,-,-
3600,2021/03,5830296000,95669000,146360000,137682000,100.01,1.58,1.29
3604,2021/03,30872223000,1305971000,1368599000,1370591000,236.49,25.79,8.01
3607,2020/08,8272181000,-2311174000,-2061232000,-2367374000,-270.66,-,-
3608,2021/02,134078000000,-11843000000,-10359000000,3861000000,42.63,3.98,2.49
3611,2021/03,53928000000,4563000000,4073000000,2764000000,277.87,11.49,6.43
3612,2021/03,180322000000,-21637000000,-,-17149000000,-511.04,-,-
3622,2021/03,5611322000,172450000,171584000,200193000,28.6,9.94,6.36
3623,2020/12,2887459000,228294000,232286000,142125000,22.3,7.34,1.42
3624,2020/09,2784797000,-652729000,-623501000,-825066000,-125.49,-,-
3625,2021/06,6003000000,177000000,214000000,-538000000,-76.3,-,-
3626,2021/03,448383000000,45748000000,39257000000,27692000000,110.51,10.24,6.14
3627,2021/02,8499614000,239412000,217170000,315976000,27.07,6.08,4.6
3628,2021/06,3330000000,348000000,363000000,283000000,79.94,18.61,12.43
3630,2020/12,45752211000,2836841000,2916220000,1915663000,190.17,12.24,3.99
3632,2021/06,56766000000,5378000000,11098000000,13533000000,61.44,11.31,9.57
3633,2020/12,11014036000,927246000,983746000,829917000,159.07,32.99,10.11
3634,2021/03,994295000,-15780000,-15503000,-51440000,-20.97,-,-
3635,2021/03,60370000000,24397000000,39299000000,29550000000,178.68,17.93,15.5
3636,2020/09,92020000000,6231000000,8387000000,7096000000,436.63,13.18,7.37
3639,2021/06,6902000000,159000000,177000000,163000000,25.45,6.2,4.64
3640,2021/03,16098419000,1154568000,1108557000,599049000,109.61,8.94,3.04
3641,2021/03,23714000000,2227000000,2288000000,1542000000,156.33,17.14,10.15
3645,2021/05,3330540000,331269000,336286000,129671000,15.36,10.43,6.15
3646,2021/03,1947769000,188456000,206895000,124303000,22.56,4.38,3.79
3647,2020/08,4570056000,52888000,115024000,124999000,7.93,5.08,2.74
3648,2021/03,20949674000,769555000,779302000,497043000,27.93,3.98,2.6
3649,2020/12,4004859000,636283000,643362000,430457000,16.81,14.03,11.34
3652,2021/03,1009932000,-425349000,-361029000,-364622000,-116.03,-,-
3653,2020/10,2073000000,-143535000,-136625000,-652159000,-121.05,-,-
3655,2021/06,7101000000,851000000,883000000,601000000,80.93,12.86,10.4
3656,2020/12,33952136000,2149485000,1564827000,767180000,20.08,4.63,3.27
3657,2021/01,26729396000,3217679000,3595725000,2119993000,55.99,13.53,10.4
3658,2021/03,29951000000,957000000,956000000,663000000,117.75,14.94,5.77
3659,2020/12,293024000000,111450000000,-,56220000000,63.57,7.92,6.52
3660,2021/06,30950000000,-604000000,-795000000,379000000,5.49,4.8,1.7
3661,2021/03,12325512000,1107750000,1168195000,633139000,69.56,14.88,5.38
3662,2020/07,31739000000,1273000000,1249000000,-519000000,-26.55,-,-
3663,2020/12,6373808000,773273000,747669000,-475407000,-14.58,-,-
3664,2020/12,6658742000,-618750000,-816312000,-721809000,-26.83,-,-
3665,2021/01,7077484000,3033218000,3030692000,2098968000,50.41,22.86,16.48
3666,2021/03,8197365000,924037000,958825000,661247000,33.53,13.36,10.09
3667,2020/12,4073001000,-596227000,-641945000,-1044061000,-83.05,-,-
3668,2020/09,45128000000,12250000000,11790000000,7977000000,62.45,10.53,9.29
3670,2021/02,4509319000,165072000,192749000,132154000,110.42,7.48,4.71
3671,2020/12,4023201000,445721000,488628000,334809000,56.18,14.82,5.88
3672,2020/09,5949016000,-292286000,-198350000,-139227000,-8.03,-,-
3673,2020/12,2161858000,4135221000,-,2464869000,28.16,10.02,7.64
3674,2020/09,7874480000,820884000,808986000,428692000,41.81,5.29,3.2
3675,2021/06,10758000000,1007000000,1048000000,540000000,27.5,13.5,4.59
3676,2021/03,22669577000,1908694000,1975394000,974492000,45.15,17.12,6.8
3677,2020/09,12771273000,1489101000,1509534000,1015089000,43.43,25.11,17.01
3678,2021/02,83540000000,2664000000,2720000000,1519000000,104.48,12.55,3.52
3679,2021/03,12564000000,-1062000000,-,-1964000000,-18.05,-,-
3680,2020/12,4385083000,-25809000,-,18626000,1.21,0.67,0.32
3681,2020/12,8282569000,1046392000,1020100000,1138279000,47.1,30.06,11.35
3682,2021/03,1801766000,163399000,165301000,138670000,20.74,4.37,3.56
3683,2020/12,12777704000,924620000,951544000,644720000,62.43,12.95,6.41
3686,2021/03,1117363000,-514992000,-510755000,-514511000,-12.15,-,-
3687,2020/09,5764630000,1184296000,1178718000,668092000,20.24,19.48,8.2
3688,2020/12,22487000000,3463000000,3335000000,1781000000,70.57,7.31,3.62
3689,2020/09,5683451000,-232129000,-553961000,-980229000,-65.32,-,-
3690,2020/09,2618633000,276952000,261181000,183391000,29.09,14.38,6.67
3691,2020/09,586685000,-320265000,-302766000,-523041000,-152.47,-,-
3692,2021/03,1618275000,328716000,329515000,249242000,30.43,13.53,9.38
3694,2021/03,7517790000,1808638000,2000453000,1237601000,22.49,29.05,19.81
3695,2020/12,3394929000,263718000,241070000,175672000,107.73,11.84,7.87
3696,2020/12,20213496000,1496809000,1816143000,744595000,67.32,11.44,4.59
3697,2020/08,28712177000,2353376000,2535129000,1648692000,104.5,15.68,8.32
3698,2020/09,2349739000,457180000,457894000,373748000,70.6,10.21,7.14
3708,2021/03,76403000000,3227000000,5970000000,5594000000,416.26,7.62,4.37
3710,2020/09,3474514000,198803000,223145000,52395000,10.19,1.09,0.95
3712,2020/09,3035506000,1116673000,1117068000,773191000,230.82,17.23,13.19
3719,2020/12,476939000,-84079000,-85220000,-85519000,-4.12,-,-
3723,2020/09,2496586000,1349985000,1352163000,875723000,85.19,12.84,11.4
3726,2020/09,1967541000,-397831000,-405855000,-464829000,-68.02,-,-
3727,2020/12,3384712000,54280000,39686000,84221000,3.81,3.94,2.69
3733,2020/10,20499889000,3352187000,3405754000,2347463000,431.67,10.11,8.58
3738,2021/03,422973000000,14050000000,19801000000,13042000000,234,20.38,5.58
3739,2021/03,1430606000,-159488000,-169700000,-414460000,-34.63,-,-
3741,2021/03,6525920000,1011169000,1054251000,727684000,142.39,11.07,9.17
3744,2020/12,14841739000,236171000,256459000,310145000,35.78,20.66,4.53
3747,2020/09,2195658000,19348000,-83626000,50660000,7.05,5.58,3.57
3750,2021/03,1388292000,-731671000,-745608000,-831863000,-101.64,-,-
3751,2021/03,91146000000,2318000000,1026000000,-310000000,-11.54,-,-
3753,2021/03,3404897000,-269712000,-275790000,-282772000,-29.91,-,-
3758,2020/12,25700000000,364000000,322000000,-4521000000,-198.16,-,-
3760,2021/05,1704090000,-225779000,-233278000,-244974000,-46.83,-,-
3762,2021/03,30928506000,3583517000,3655330000,2301772000,57.92,15.32,5.75
3763,2021/03,5351928000,1719969000,1758657000,1192126000,77.98,12.06,10.01
3765,2020/12,98844000000,30157000000,30202000000,16369000000,239.94,16.96,13.39
3766,2021/03,7967839000,212449000,241449000,167635000,49.23,4.57,3.13
3768,2021/03,3551134000,654867000,672713000,427750000,57.47,8.07,6.42
3769,2020/09,33046404000,10388667000,-,7624148000,103.62,24.03,3.97
3770,2021/04,4792151000,356597000,376149000,286365000,22.44,4.32,4
3771,2021/03,16158130000,1567129000,1589698000,1089231000,130.32,15.26,9.73
3772,2021/03,5309731000,-690704000,-827845000,-1059822000,-124.77,-,-
3773,2021/03,4431512000,679732000,745741000,623862000,34.06,5.43,4.95
3774,2021/03,213001880000,14247723000,-,9711559000,107.67,10.8,4.4
3775,2020/12,2445566000,173232000,153056000,154996000,31.55,8.9,5.83
3776,2020/12,16077000000,524882000,530327000,342507000,5.73,4.05,1.47
3777,2020/12,354314000,-269035000,-277015000,-1761979000,-12.72,-,-
3778,2021/03,22168022000,1372469000,1099678000,758363000,20.79,9.47,2.71
3779,2021/03,1052951000,23643000,28234000,-17326000,-1.65,-,-
3782,2020/12,1156423000,-153789000,-169505000,-173494000,-3.92,-,-
3784,2020/12,27720200000,2128153000,2095202000,1222530000,72.69,14.03,6.51
3787,2021/03,416340000,-250254000,-242878000,-245809000,-94.8,-,-
3788,2020/12,13332684000,1357154000,1394007000,1170543000,101.62,16.73,10.58
3791,2021/05,9934081000,690895000,742389000,582366000,117.87,10.36,4.92
3793,2021/03,11840739000,2052865000,2019231000,1624683000,57,42.82,16.91
3796,2021/03,2214549000,69409000,71250000,20329000,2.95,1.24,1.03
3798,2021/03,7191339000,1416837000,1419666000,891983000,159.37,14.44,11.15
3799,2021/03,18627767000,635274000,755551000,685886000,96.61,11.34,6.65
3800,2021/03,10061205000,757149000,887066000,840867000,109.63,7.46,5.66
3802,2021/03,1576766000,151903000,137157000,101205000,27.21,10,9.09
3803,2021/03,684954000,13854000,21736000,144884000,71.86,41.77,18.12
3804,2020/10,3854536000,727322000,729728000,510686000,78.65,17.12,11.16
3807,2020/12,1119525000,61660000,-127349000,66621000,1.48,5.24,2.45
3808,2021/06,2196000000,-516000000,-834000000,4051000000,371.5,71,42.46
3810,2021/05,12193385000,-812090000,-923337000,-1156190000,-147,-,-
3814,2020/09,1291206000,-508257000,-532603000,-655473000,-266.07,-,-
3815,2020/08,1798549000,-9580000,-18563000,-149471000,-14.83,-,-
3816,2021/07,2611000000,461000000,496000000,328000000,84.18,7.71,6.37
3817,2021/03,39386000000,5026000000,5268000000,3073000000,249.09,13.69,8.1
3823,2020/08,1147162000,-431857000,-451940000,-1050788000,-40.05,-,-
3824,2021/05,1536847000,-131974000,-56079000,-76933000,-81.84,-,-
3825,2021/03,13217000000,-2888000000,-2893000000,-2974000000,-36.86,-,-
3826,2021/02,4258759000,416630000,423784000,293059000,26.62,12.05,8.38
3830,2021/03,15878720000,2158214000,2129972000,1393059000,92.64,33.92,12.45
3834,2021/03,11351000000,1690000000,1786000000,1301000000,46.64,11.9,10.15
3835,2021/03,4302952000,1211455000,1238471000,869790000,18.9,16.1,14.78
3836,2021/06,16236000000,2796000000,2808000000,1888000000,50.22,21.49,13.53
3837,2021/03,13518744000,1285318000,1314592000,898590000,97.31,17.23,11.04
3839,2021/03,5412052000,669231000,695053000,474245000,57.85,8.08,5.73
3840,2021/03,2208231000,-539693000,-537876000,-538106000,-18.36,-,-
3841,2021/03,1815440000,134210000,150671000,101457000,52.81,3.47,3.03
3842,2021/03,3863565000,12771000,3914000,-174317000,-67.65,-,-
3843,2021/04,52009682000,3403332000,3661684000,1586720000,74.06,18.21,4.55
3844,2021/03,20868000000,3150663000,3192000000,2083000000,65.35,16.86,12.64
3845,2021/03,3090952000,-151982000,13364000,-73312000,-4.25,-,-
3847,2021/03,10588016000,721588000,735252000,393720000,266.09,7.4,4.17
3848,2021/03,2024422000,206946000,218983000,165995000,54.96,4.52,3.59
3849,2021/03,475952000,-77705000,-54399000,-56355000,-34.56,-,-
3850,2021/03,5912604000,168441000,170362000,107344000,22.16,2.68,1.74
3851,2021/03,5300914000,1248258000,1285260000,905324000,179.19,20.27,14.17
3852,2020/12,13672231000,827914000,842873000,549060000,68.45,10.01,5.66
3853,2021/03,2688371000,819757000,-,807348000,49.02,14.56,10.21
3854,2020/07,12679627000,1700135000,1715496000,1189639000,47.55,32.03,15.68
3856,2021/06,26901000000,1361000000,1269000000,537000000,102.52,13.41,1.36
3857,2021/03,43693000000,2117294000,2242000000,304000000,11.89,2.61,1.23
3858,2021/03,1905093000,-206408000,-202202000,-426799000,-40.81,-,-
3861,2021/03,1358985000000,84793000000,83061000000,49635000000,50.13,6.61,2.5
3863,2021/03,1007339000000,19233000000,12276000000,3196000000,27.67,0.78,0.21
3864,2021/03,162325000000,-1770000000,-636000000,-2532000000,-56.7,-,-
3865,2021/03,222454000000,1701000000,9756000000,14172000000,84.4,7.28,3.9
3877,2021/03,81938000000,-347000000,-319000000,-1052000000,-78.8,-,-
3878,2021/03,30768000000,-15000000,145000000,-1152000000,-114.78,-,-
3880,2021/03,562928000000,36873000000,34478000000,22115000000,138.73,9.24,2.6
3891,2021/03,15918459000,2761584000,2796333000,2006168000,186.5,12.08,8.02
3892,2021/05,9401584000,824600000,890596000,616820000,123.97,6.34,4.57
3895,2021/03,10647197000,768101000,824663000,561692000,71.51,6.35,3.88
3896,2021/03,12551062000,-153832000,-114873000,-444902000,-44.58,-,-
3900,2020/09,8728350000,-298359000,-311993000,-53347000,-3.51,-,-
3901,2020/12,2663226000,960924000,957338000,630296000,47.8,21.58,15.66
3902,2020/12,4579731000,1146395000,1148103000,700220000,17.72,17.08,13.16
3903,2021/04,18628710000,1514299000,6071130000,1835657000,60.73,11.34,7.34
3904,2020/12,8749191000,744582000,740754000,505209000,33.27,20.8,7.19
3905,2021/03,1389465000,18049000,31661000,-41771000,-3.02,-,-
3906,2020/12,2703698000,250425000,272572000,146115000,33.06,4.35,3.9
3907,2020/11,4134000000,73000000,77000000,16000000,5.57,1.11,0.61
3908,2021/03,2102253000,100404000,114830000,99468000,20.91,5.49,4.34
3909,2020/12,1530069000,45542000,58860000,25933000,3.75,1.19,0.88
3910,2021/03,2439074000,219543000,218938000,138053000,25.44,10.11,6.16
3911,2020/12,11903826000,1673972000,1653353000,1693351000,44.36,33.94,25.23
3912,2020/12,2855993000,863271000,866502000,582538000,68.07,21.98,19.18
3913,2020/12,913934000,32240000,30066000,10320000,5.36,0.93,0.82
3914,2020/12,2192768000,313764000,454152000,326732000,49.7,20.64,15.02
3915,2021/02,11144704000,779670000,780268000,2459544000,194.01,25.45,15.8
3916,2021/06,14444000000,1722000000,1730000000,1196000000,78.43,26.42,18.72
3917,2021/03,4363138000,113054000,122208000,12655000,1.88,0.47,0.31
3918,2020/09,16758152000,750207000,804823000,286904000,34.85,5.71,2.31
3919,2021/02,6524156000,1427060000,1455066000,1226486000,154.73,27.34,15.19
3920,2020/09,1946940000,198665000,174251000,-45806000,-8.3,-,-
3921,2021/01,5325021000,920649000,948630000,677106000,45.58,15.32,10.04
3922,2021/02,3765954000,1301329000,1299420000,1043392000,80.01,42,30.17
3923,2021/03,15387000000,3898730000,3881000000,2936000000,16.2,37.44,25.59
3924,2021/03,8877449000,620091000,650834000,430741000,71.95,10.91,7.5
3925,2021/03,4411540000,1108849000,1113238000,747205000,110.05,26.88,21.56
3926,2021/03,1122453000,-772113000,-708722000,-652160000,-21.03,-,-
3927,2021/03,1083319000,-101433000,-119708000,-174208000,-34.18,-,-
3928,2020/12,11533596000,1135234000,1116874000,1129848000,131.34,45.14,22.37
3929,2021/03,4566083000,125313000,109287000,-143670000,-23.83,-,-
3930,2020/07,2542737000,276811000,279106000,190688000,64.78,9.07,8.15
3931,2021/01,4470118000,91601000,99149000,-32165000,-17.94,-,-
3932,2021/03,31096000000,11294000000,11152000000,6345000000,453.82,17.75,13.78
3933,2021/03,4082713000,513193000,490434000,360629000,46.6,18.17,6.46
3934,2021/03,9945117000,1280797000,1308424000,912451000,154.34,17.86,10.48
3935,2021/02,2470556000,-23535000,-34162000,-80662000,-13.26,-,-
3936,2021/03,1219648000,-362649000,-339727000,-187680000,-160.93,-,-
3937,2021/03,4198116000,919524000,877329000,623767000,53.25,21.2,14.05
3939,2020/09,1881444000,654473000,676999000,472699000,9.82,24.8,20.53
3940,2020/12,2539510000,373223000,390527000,269466000,11.75,11.25,10.04
3941,2021/03,680714000000,39938000000,43200000000,28599000000,115.51,9.13,3.29
3943,2021/03,18595354000,1212099000,1404993000,946459000,245.23,6.44,4.21
3944,2020/12,16800000000,566362000,596000000,12000000,10.91,0.15,0.07
3945,2021/03,26253000000,-137000000,-150000000,-383000000,-250.57,-,-
3946,2021/03,175647000000,7230000000,7734000000,4887000000,298.99,6.91,2.72
3947,2020/12,52277769000,725340000,1064997000,933997000,94.35,2.39,1.4
3948,2020/12,7256557000,445508000,449519000,354544000,61.32,4.92,3.72
3950,2020/12,78445000000,3275000000,3606000000,2392000000,125.99,4.01,2.86
3951,2021/03,40143337000,2004675000,2408222000,1639547000,74.05,5.29,2.58
3952,2021/03,9239560000,167068000,240182000,171079000,34.44,1.43,1.22
3953,2021/03,4801787000,270079000,275856000,163800000,34.04,2.99,2.18
3954,2021/03,19938449000,1170209000,1321600000,901017000,202.93,4.89,3.24
3955,2021/01,21237000000,873000000,1056000000,660000000,65.17,4.71,3.53
3956,2021/03,3786566000,147008000,152171000,111659000,18.61,5.92,3.07
3960,2021/06,2223000000,31000000,-701000,-56000000,-34.32,-,-
3961,2020/12,1232530000,219404000,218327000,100148000,33.86,9.99,8.1
3962,2020/09,10542000000,4203095000,3632530000,2049000000,32.52,25.3,11.99
3963,2021/03,1188620000,-169114000,-156442000,-177790000,-6.69,-,-
3964,2020/12,24078099000,3705549000,3643461000,1896934000,68.56,9.82,5.7
3965,2020/09,6880005000,169218000,170696000,89285000,15.64,2.85,1.57
3966,2020/12,13809000000,104000000,-281000000,-6472000000,-186.56,-,-
3967,2021/02,1989725000,-333625000,-357618000,-529517000,-102.02,-,-
3968,2020/12,10992813000,843618000,874160000,634165000,55.62,20.18,8.82
3969,2021/03,1924441000,783041000,790953000,535522000,71.67,17.39,13.25
3970,2021/03,3083540000,517679000,522906000,293358000,135.27,11.67,9.35
3974,2020/10,2462247000,129382000,131146000,71678000,16.54,3.27,1.96
3975,2020/12,51087544000,-727206000,-1149274000,-2552992000,-108.81,-,-
3976,2020/10,1786111000,40084000,36314000,56293000,19.51,10.58,4.25
3977,2021/02,1242218000,927000,-387000,2763000,3.84,1.13,0.44
3978,2021/06,43175000000,5362000000,-,2822000000,70.08,9.65,3.36
3979,2021/03,3219978000,135327000,148271000,42195000,12.33,1.91,1.01
3981,2020/12,12378124000,1136084000,990695000,470492000,79.55,9.01,2.38
3983,2020/12,5240816000,1707490000,1713121000,1182080000,71.19,16.38,13.73
3984,2021/06,2088000000,854000000,850000000,615000000,39.27,13.07,11.65
3985,2020/09,2301573000,178081000,173276000,98556000,9.19,9.33,4.84
3986,2021/06,1166000000,120000000,121000000,92000000,59.87,6.89,5.35
3987,2020/08,2859046000,-339090000,-331307000,-393515000,-77.13,-,-
3988,2020/07,5890748000,344435000,341255000,220999000,85.92,10.91,6.26
3989,2020/09,3987105000,364793000,-,-1181673000,-61.76,-,-
3990,2021/05,24488391000,815951000,855282000,549142000,27.9,13.93,5.64
3991,2020/08,3094524000,443777000,437274000,233461000,25.12,22.2,11.96
3992,2020/09,5364010000,492927000,514263000,347981000,40.99,15.59,11.61
3993,2020/09,7393669000,634709000,602973000,1753805000,57.79,6.39,5.5
3994,2020/11,11318217000,-2804783000,-2538755000,-2423282000,-52.08,-,-
3995,2021/01,4922753000,129458000,72935000,-22999000,-2.15,-,-
3996,2021/02,2037394000,-596894000,-611160000,-786862000,-69.78,-,-
3997,2020/12,2110619000,107256000,107986000,73311000,22.12,4.79,4.05
3998,2020/12,1649465000,540482000,548871000,379996000,59.67,29.59,21.34
3999,2020/09,2118616000,-20022000,-111339000,-6504000,-1.28,-,-
4004,2020/12,973700000000,-19449000000,-43971000000,-76304000000,-523.06,-,-
4005,2021/03,2286978000000,137115000000,-,46043000000,28.16,4.52,1.15
4006,2021/03,132011000000,2486000000,3291000000,-1143000000,-7.31,-,-
4008,2021/03,103254000000,10101000000,10375000000,7119000000,516.17,9.78,6.6
4011,2020/12,1153196000,169533000,155835000,153115000,180.46,20.24,16.34
4012,2020/12,3723231000,350923000,364567000,258697000,66.61,14.32,10.4
4013,2020/12,3432574000,562287000,511379000,329315000,40.48,3.33,3
4014,2020/07,732883000,123201000,124131000,83649000,16.73,26.41,19.08
4015,2020/08,1201078000,136893000,142139000,143962000,25.32,34.23,13.65
4016,2020/11,3851067000,135948000,136806000,79874000,45.75,14.5,5.35
4017,2021/02,2062479000,226094000,204796000,178368000,35.48,16.5,4.83
4019,2020/12,620719000,21402000,7217000,4212000,0.56,0.48,0.3
4020,2020/12,857152000,110524000,105925000,76083000,80.24,13.78,10.87
4021,2021/03,209121000000,42530000000,43893000000,33470000000,231.72,16.83,12.61
4022,2021/03,28978000000,2659000000,2649000000,2004000000,252.85,11.35,5.43
4023,2021/03,144575000000,17263000000,-,13493000000,691.31,7.34,5.25
4025,2020/12,30175000000,1759000000,2166000000,1559000000,180.33,5.79,3.63
4026,2021/04,19784000000,1507000000,1562000000,1088000000,118.72,12.82,5.85
4027,2021/03,38402000000,2927000000,2740000000,1927000000,83.15,3.86,2.79
4028,2021/03,101774000000,5173000000,5944000000,3373000000,84.41,4.24,1.87
4031,2021/03,35444000000,1242000000,1260000000,829000000,91.39,3.73,2.05
4041,2021/03,139363000000,9980000000,12743000000,7360000000,255.14,5.05,3.23
4042,2021/03,732850000000,87819000000,95138000000,63276000000,197.89,10.28,6.44
4043,2021/03,302407000000,30921000000,30796000000,24534000000,351.1,12.36,6.34
4044,2021/03,190673000000,4064000000,4749000000,1230000000,30.39,0.74,0.43
4045,2020/12,133392000000,12336000000,13054000000,8142000000,62.43,4.22,3.37
4046,2021/03,97266000000,8341000000,8838000000,6050000000,257.33,7.83,5.07
4047,2021/03,51927000000,5668000000,5582000000,3605000000,62.72,7.07,3.9
4051,2020/09,3691567000,452875000,428752000,291858000,79.84,7.64,4.77
4052,2021/06,260000000,-64000000,-62000000,-62000000,-11.28,-,-
4053,2020/12,5367633000,886425000,926907000,804388000,22.93,16.03,12.94
4054,2021/06,2617000000,585000000,642000000,414000000,30.36,13.88,9.58
4055,2020/11,2266994000,304618000,304432000,236257000,71.91,19.49,15.72
4056,2020/12,762789000,170818000,148307000,147358000,10.85,12.21,7.67
4057,2021/05,2170319000,208550000,193726000,131025000,34.64,13.75,9.05
4058,2020/12,1095565000,246012000,234857000,150240000,15.66,12.83,8.72
4059,2020/09,683174000,145672000,126875000,92447000,41.8,7.35,6.26
4060,2020/12,822422000,134317000,113084000,125222000,31.36,17.46,10.01
4061,2021/03,354391000000,34729000000,32143000000,22785000000,264.23,8.52,4.33
4062,2021/03,323461000000,38634000000,40716000000,25698000000,183.94,8.13,4.44
4063,2021/03,1496906000000,392213000000,405101000000,293732000000,706.76,10.44,8.69
4064,2021/03,42231000000,2388000000,2852000000,2406000000,282.98,8.93,3.76
4068,2021/06,4894000000,383000000,366000000,238000000,151.99,19.24,8.91
4069,2021/03,2101710000,175229000,174393000,130236000,47.36,24.88,9.4
4070,2020/03,6928433000,1485851000,1534365000,1240062000,145.46,19.19,16.52
4071,2020/09,4726527000,1430573000,1445235000,1026386000,25.66,28.79,22.94
4074,2020/12,5331307000,254084000,243105000,139620000,21.85,12.57,3.74
4076,2021/05,4841026000,458240000,489944000,336707000,134.25,16.88,10.73
4078,2021/03,84918000000,4304000000,4012000000,-2803000000,-166.54,-,-
4080,2021/03,22754316000,-20687000,-30590000,-414364000,-12.74,-,-
4082,2021/03,23465922000,2015782000,2131584000,1235393000,50.91,4.09,2.2
4088,2021/03,806630000000,51231000000,-,27367000000,120.97,7.65,2.95
4091,2021/03,818238000000,88846000000,-,55214000000,127.59,10.76,3.01
4092,2021/03,34642000000,2783000000,2315000000,2182000000,248.07,5.58,3.11
4093,2021/03,29826010000,1189444000,1290548000,738162000,105.73,4.84,2.5
4094,2021/03,19642000000,2388292000,2601000000,1843000000,91.92,4.66,3.98
4095,2021/03,99918000000,10681000000,14197000000,9999000000,84.75,6.6,4.54
4097,2021/03,76553967000,4189830000,4771865000,3519194000,63.75,5.6,3.81
4098,2021/03,6284000000,-64000000,-150000000,-178000000,-59.14,-,-
4099,2021/03,49590000000,7401000000,7997000000,5760000000,103.26,7.61,5.37
4100,2021/03,29024000000,11000000,-600000000,-4142000000,-718.64,-,-
4102,2021/03,10844000000,151834000,306000000,179000000,79.69,1.91,1.08
4107,2020/12,16859000000,2185000000,2137000000,1343000000,263.37,5.23,4.32
4109,2021/03,32893000000,4081000000,4020000000,2959000000,230.68,8.17,5.59
4112,2021/03,41199000000,5444000000,5841000000,3119000000,394.16,8.06,4.98
4113,2021/03,32057443000,4015522000,4062590000,2615407000,912.58,17.16,9.35
4114,2021/03,273163000000,-15921000000,-,-10899000000,-273.32,-,-
4115,2021/03,20478000000,3468000000,3415000000,2063000000,179.75,9.64,6.6
4116,2021/03,138491000000,4920000000,5613000000,6343000000,341.94,6.22,3.21
4118,2021/03,577426000000,27544000000,22066000000,15831000000,242.68,4.43,2.37
4119,2021/03,30117012000,264064000,307271000,-116830000,-74.42,-,-
4120,2021/03,6008081000,500291000,532516000,317903000,232.1,5.29,2.74
4124,2020/09,1050767000,111839000,110510000,75295000,71.55,4.47,3.89
4151,2020/12,318352000000,111302000000,-,47027000000,87.56,6.73,5.87
4165,2020/09,4007850000,-1079316000,-1205095000,-1207388000,-34.1,-,-
4166,2020/12,831354000,138120000,115497000,130035000,55.37,11.36,7.13
4167,2021/03,1024249000,251652000,239180000,253974000,41.2,16.36,14.53
4168,2020/12,2390870000,-590038000,-627907000,-632776000,-69.77,-,-
4169,2020/12,1713196000,53320000,6216000,-16743000,-1.55,-,-
4170,2020/12,1686361000,23369000,36435000,107382000,13.84,3.76,3.17
4171,2020/12,2153861000,320560000,332245000,255632000,102.13,18.91,13.31
4172,2020/09,1910043000,384200000,398181000,245498000,124.74,9.28,7.96
4173,2021/02,712016000,71697000,56861000,83657000,12.31,18.02,11.76
4174,2021/01,3889332000,229472000,229027000,125597000,117.26,8.19,6.04
4175,2021/01,6331634000,2071796000,2071054000,1404870000,312.19,65.52,39.88
4176,2020/08,1775555000,-80864000,-83767000,-94001000,-4.59,-,-
4177,2021/03,2151386000,313836000,291589000,232494000,66.63,20.1,8.12
4178,2020/12,3782005000,273987000,275799000,176686000,48.27,16.95,11.21
4179,2021/03,872860000,202877000,185254000,181930000,53.26,24.36,14.76
4180,2020/12,8970097000,-1578468000,-,-1453637000,-16.01,-,-
4182,2021/03,595718000000,44510000000,50240000000,36070000000,173.41,6.88,4.31
4183,2021/03,1211725000000,78074000000,75444000000,57873000000,298,9.52,3.71
4185,2021/03,312000000000,-61633000000,-,-55155000000,-256.73,-,-
4186,2020/12,117585000000,15589000000,16129000000,9926000000,239.41,6.55,4.93
4187,2020/11,28681191000,4442353000,4612524000,3313545000,149.59,9.56,7.31
4188,2021/03,3257535000000,47518000000,-,-7557000000,-5.32,-,-
4189,2020/12,77332000000,5642000000,5627000000,4046000000,109.12,9.33,4.24
4192,2020/12,1973405000,112984000,106696000,103089000,3.58,25.24,11.39
4193,2021/03,4826294000,659115000,658007000,455463000,109.71,56.41,20.09
4194,2020/07,25879000000,2186000000,2254000000,4658000000,163.06,50.71,26.28
4196,2020/09,1427555000,173600000,173652000,116650000,48.44,55.05,11.88
